date,-1,0,1,2,3,4,5
2021-01-01,72,298,51,100,347,134,174
2021-01-02,72,298,49,97,353,132,169
2021-01-03,72,297,52,98,348,137,169
2021-01-04,74,298,53,98,350,136,171
2021-01-05,78,290,50,93,361,144,177
2021-01-06,78,289,48,93,367,152,173
2021-01-07,79,289,50,95,353,151,176
2021-01-08,84,285,54,100,345,152,181
2021-01-09,85,288,53,101,348,151,181
2021-01-10,86,287,56,98,348,151,179
2021-01-11,80,288,64,95,353,151,183
2021-01-12,83,293,62,95,361,156,185
2021-01-13,85,298,58,95,362,151,184
2021-01-14,84,299,56,97,360,150,189
2021-01-15,85,298,55,102,362,150,188
2021-01-16,84,292,55,101,367,150,190
2021-01-17,83,296,55,100,371,150,189
2021-01-18,88,306,57,99,372,150,193
2021-01-19,85,305,58,103,373,150,192
2021-01-20,84,301,55,101,373,151,199
2021-01-21,84,300,56,98,371,155,201
2021-01-22,85,304,57,102,375,155,195
2021-01-23,86,303,58,105,368,152,193
2021-01-24,93,305,58,105,368,153,190
2021-01-25,105,306,55,112,373,161,186
2021-01-26,89,306,56,101,375,159,191
2021-01-27,90,304,54,74,368,160,189
2021-01-28,94,307,61,83,386,163,181
2021-01-29,99,304,54,86,372,162,180
2021-01-30,96,302,53,85,370,162,182
2021-01-31,97,302,53,85,370,159,178
2021-02-01,98,306,54,85,365,164,180
2021-02-02,93,313,57,88,375,166,186
2021-02-03,106,302,57,93,373,168,183
2021-02-04,112,300,54,96,373,169,183
2021-02-05,115,297,54,96,365,171,174
2021-02-06,114,296,54,95,370,153,175
2021-02-07,116,300,59,94,372,153,173
2021-02-08,112,299,58,98,367,146,176
2021-02-09,119,305,58,101,376,145,180
2021-02-10,117,309,57,102,385,146,183
2021-02-11,114,303,58,100,360,144,180
2021-02-12,113,307,58,102,363,140,183
2021-02-13,122,312,69,107,359,142,182
2021-02-14,115,308,64,108,354,144,189
2021-02-15,107,304,64,104,337,145,199
2021-02-16,114,310,58,106,344,141,193
2021-02-17,106,322,56,105,336,140,197
2021-02-18,111,311,49,105,347,141,204
2021-02-19,106,320,58,109,350,144,192
2021-02-20,108,312,58,107,347,146,190
2021-02-21,107,319,59,107,349,144,191
2021-02-22,107,314,59,110,351,143,187
2021-02-23,110,325,59,110,353,144,189
2021-02-24,107,316,57,109,338,146,188
2021-02-25,114,316,64,110,335,146,192
2021-02-26,112,304,67,110,344,149,194
2021-02-27,110,306,68,112,337,157,204
2021-02-28,114,295,70,113,336,153,200
2021-03-01,113,297,62,105,333,158,172
2021-03-02,110,304,47,106,330,153,168
2021-03-03,118,292,47,101,326,159,174
2021-03-04,120,299,47,116,338,160,178
2021-03-05,107,303,59,113,334,158,178
2021-03-06,107,298,56,118,325,153,175
2021-03-07,108,295,54,115,324,153,175
2021-03-08,110,299,59,119,329,159,176
2021-03-09,111,286,52,118,327,167,174
2021-03-10,115,288,50,120,321,143,172
2021-03-11,110,289,52,123,322,145,179
2021-03-12,113,289,48,123,331,144,174
2021-03-13,108,294,47,122,333,143,174
2021-03-14,109,293,48,120,335,142,172
2021-03-15,116,288,49,124,334,145,176
2021-03-16,109,289,40,122,331,146,183
2021-03-17,114,290,38,119,324,145,178
2021-03-18,115,287,38,121,332,146,192
2021-03-19,111,287,38,112,335,145,191
2021-03-20,111,284,38,110,336,147,190
2021-03-21,115,282,38,107,330,145,189
2021-03-22,107,282,41,109,317,145,192
2021-03-23,105,281,41,111,323,143,194
2021-03-24,107,282,39,110,326,137,197
2021-03-25,110,281,40,118,316,141,199
2021-03-26,108,282,40,116,311,142,198
2021-03-27,108,282,40,111,312,136,198
2021-03-28,112,292,40,110,317,136,202
2021-03-29,107,295,41,113,314,137,203
2021-03-30,112,292,40,118,318,144,201
2021-03-31,116,298,43,115,326,141,189
2021-04-01,116,301,43,124,353,146,190
2021-04-02,113,303,45,126,354,150,189
2021-04-03,108,297,42,125,342,151,181
2021-04-04,110,293,41,126,336,153,179
2021-04-05,108,291,41,129,337,152,185
2021-04-06,115,292,42,132,332,156,194
2021-04-07,118,297,42,132,331,154,201
2021-04-08,116,293,42,142,331,156,199
2021-04-09,108,298,37,149,325,159,193
2021-04-10,99,307,40,121,321,164,195
2021-04-11,99,302,40,118,319,171,194
2021-04-12,99,299,39,109,319,168,195
2021-04-13,95,300,39,112,319,166,193
2021-04-14,95,304,40,109,319,166,196
2021-04-15,95,305,39,110,324,148,196
2021-04-16,99,310,39,117,333,144,204
2021-04-17,99,305,39,118,341,149,200
2021-04-18,98,300,39,118,339,150,201
2021-04-19,99,305,41,116,349,152,208
2021-04-20,98,318,41,118,352,152,200
2021-04-21,100,304,43,120,348,157,200
2021-04-22,103,293,41,129,360,159,204
2021-04-23,103,295,46,131,369,141,202
2021-04-24,102,286,40,120,370,143,202
2021-04-25,102,287,31,120,372,141,190
2021-04-26,104,291,32,122,367,140,186
2021-04-27,105,302,37,130,371,142,182
2021-04-28,109,300,34,122,369,156,190
2021-04-29,107,294,32,121,364,159,197
2021-04-30,109,298,32,123,335,158,192
2021-05-01,112,301,33,121,329,160,194
2021-05-02,116,298,33,118,317,159,191
2021-05-03,121,298,34,126,334,167,192
2021-05-04,120,300,38,122,326,171,189
2021-05-05,121,304,36,121,297,171,192
2021-05-06,132,302,36,128,310,171,194
2021-05-07,127,309,36,122,291,174,187
2021-05-08,126,306,35,124,279,164,192
2021-05-09,125,308,36,121,268,159,192
2021-05-10,125,308,41,136,274,167,200
2021-05-11,124,311,42,142,285,178,187
2021-05-12,125,307,46,143,290,169,189
2021-05-13,129,301,56,148,289,159,192
2021-05-14,127,302,51,132,288,160,188
2021-05-15,128,297,47,130,279,148,189
2021-05-16,127,289,46,126,282,150,192
2021-05-17,121,289,45,135,275,156,200
2021-05-18,125,291,46,140,280,151,193
2021-05-19,121,288,44,142,274,149,193
2021-05-20,123,298,45,150,279,153,198
2021-05-21,121,293,44,146,286,158,186
2021-05-22,128,292,43,142,278,157,175
2021-05-23,122,292,42,141,278,152,174
2021-05-24,123,288,41,141,283,157,176
2021-05-25,125,291,43,146,286,159,177
2021-05-26,128,286,33,142,292,156,178
2021-05-27,111,292,41,147,276,154,179
2021-05-28,111,301,40,145,281,160,179
2021-05-29,110,301,41,128,280,150,182
2021-05-30,108,290,40,125,276,148,181
2021-05-31,109,286,39,128,273,146,179
2021-06-01,91,290,40,127,259,146,180
2021-06-02,91,274,41,125,266,134,183
2021-06-03,93,292,44,127,244,136,179
2021-06-04,95,288,42,138,244,144,179
2021-06-05,93,276,42,142,242,141,179
2021-06-06,93,273,43,141,242,141,178
2021-06-07,94,283,47,150,243,145,183
2021-06-08,95,276,45,155,244,142,182
2021-06-09,95,278,44,147,241,143,186
2021-06-10,96,280,43,151,250,151,185
2021-06-11,96,280,43,146,244,146,176
2021-06-12,96,287,49,153,249,147,175
2021-06-13,96,282,47,149,248,131,175
2021-06-14,97,270,45,139,245,135,178
2021-06-15,101,274,50,144,251,141,173
2021-06-16,100,279,48,149,244,141,173
2021-06-17,104,277,48,146,241,146,177
2021-06-18,102,287,48,145,245,153,181
2021-06-19,103,283,46,147,242,156,183
2021-06-20,104,283,47,144,245,153,186
2021-06-21,102,287,44,147,247,141,186
2021-06-22,100,302,45,150,246,139,186
2021-06-23,100,305,46,145,228,140,188
2021-06-24,101,312,44,148,213,145,187
2021-06-25,105,314,48,142,210,142,174
2021-06-26,103,321,48,146,209,141,173
2021-06-27,91,315,48,147,209,137,173
2021-06-28,91,314,49,149,208,141,175
2021-06-29,90,307,43,152,210,139,177
2021-06-30,92,308,41,140,218,140,175
2021-07-01,93,301,41,134,221,147,174
2021-07-02,96,303,41,139,204,148,171
2021-07-03,95,305,41,140,204,147,170
2021-07-04,96,300,46,137,204,145,170
2021-07-05,93,304,47,138,201,159,172
2021-07-06,92,302,52,149,203,161,177
2021-07-07,93,304,51,149,192,157,178
2021-07-08,93,295,49,149,191,172,179
2021-07-09,92,298,37,161,193,166,179
2021-07-10,96,301,42,154,192,171,179
2021-07-11,93,299,48,161,191,165,179
2021-07-12,105,301,43,162,192,166,187
2021-07-13,111,304,49,183,194,160,189
2021-07-14,110,305,48,171,196,160,188
2021-07-15,115,311,45,168,204,157,195
2021-07-16,115,313,46,175,193,158,202
2021-07-17,98,314,44,169,192,166,203
2021-07-18,98,313,43,167,192,158,201
2021-07-19,100,316,44,169,193,165,213
2021-07-20,101,317,44,182,191,164,213
2021-07-21,80,323,47,171,193,165,215
2021-07-22,81,327,45,180,195,146,217
2021-07-23,79,327,45,177,191,140,214
2021-07-24,78,324,43,167,189,137,219
2021-07-25,78,319,43,165,189,138,215
2021-07-26,78,328,46,167,195,138,216
2021-07-27,78,331,50,172,197,130,215
2021-07-28,77,327,48,166,198,132,224
2021-07-29,77,336,48,182,200,139,220
2021-07-30,77,335,47,184,194,134,217
2021-07-31,80,339,48,181,194,116,215
2021-08-01,78,336,45,181,195,116,217
2021-08-02,78,343,49,186,199,117,220
2021-08-03,79,347,46,184,200,119,221
2021-08-04,78,343,46,185,204,123,223
2021-08-05,78,351,48,169,203,125,217
2021-08-06,78,367,50,173,195,126,212
2021-08-07,79,366,50,178,190,126,213
2021-08-08,78,360,49,160,177,126,211
2021-08-09,77,365,51,159,179,127,212
2021-08-10,78,353,49,155,175,131,214
2021-08-11,81,358,49,147,179,125,200
2021-08-12,79,350,46,150,178,120,216
2021-08-13,78,344,49,159,184,118,218
2021-08-14,78,358,48,152,179,117,217
2021-08-15,78,356,47,154,179,117,220
2021-08-16,78,359,36,166,179,120,218
2021-08-17,81,378,39,170,183,120,220
2021-08-18,77,377,36,145,183,118,218
2021-08-19,77,377,36,152,181,119,224
2021-08-20,79,387,40,147,181,117,232
2021-08-21,78,392,39,139,184,114,211
2021-08-22,78,375,40,138,188,114,211
2021-08-23,79,354,42,144,189,114,221
2021-08-24,80,351,42,142,188,124,217
2021-08-25,80,355,43,145,188,123,221
2021-08-26,82,353,39,142,190,122,231
2021-08-27,81,352,37,146,191,124,233
2021-08-28,80,349,38,145,193,122,229
2021-08-29,80,354,37,143,191,121,232
2021-08-30,80,352,38,146,191,122,229
2021-08-31,80,347,36,151,192,121,225
2021-09-01,83,327,40,155,204,111,234
2021-09-02,84,331,44,152,201,109,222
2021-09-03,81,333,45,157,200,110,225
2021-09-04,81,332,44,143,198,108,201
2021-09-05,83,329,44,143,198,108,198
2021-09-06,81,343,47,151,198,109,200
2021-09-07,82,326,45,151,198,99,196
2021-09-08,83,328,45,148,197,98,194
2021-09-09,86,331,43,150,199,99,196
2021-09-10,82,328,43,163,195,103,193
2021-09-11,83,333,43,159,194,100,194
2021-09-12,84,313,44,138,191,90,196
2021-09-13,86,318,43,135,199,101,196
2021-09-14,87,317,41,132,200,100,203
2021-09-15,89,312,44,132,202,88,188
2021-09-16,83,308,47,141,199,87,185
2021-09-17,82,307,40,135,198,87,185
2021-09-18,83,301,31,136,198,89,182
2021-09-19,86,300,34,138,199,81,183
2021-09-20,82,292,34,141,197,79,169
2021-09-21,82,290,34,140,198,81,166
2021-09-22,84,288,37,136,195,80,173
2021-09-23,82,294,32,137,195,89,169
2021-09-24,83,294,34,134,194,89,168
2021-09-25,84,297,33,127,196,93,163
2021-09-26,84,261,26,110,195,90,169
2021-09-27,73,242,31,117,185,91,167
2021-09-28,73,243,30,106,185,88,182
2021-09-29,74,244,32,112,180,88,196
2021-09-30,73,247,29,112,175,94,203
2021-10-01,74,233,29,110,162,93,202
2021-10-02,75,231,29,111,163,93,204
2021-10-03,75,231,33,109,163,93,203
2021-10-04,79,229,32,110,163,94,207
2021-10-05,79,231,31,108,169,94,207
2021-10-06,80,241,31,123,168,96,221
2021-10-07,80,235,31,125,182,96,218
2021-10-08,77,234,30,128,185,82,223
2021-10-09,81,233,34,127,189,84,215
2021-10-10,83,216,32,126,188,84,211
2021-10-11,83,217,35,134,188,86,210
2021-10-12,83,218,42,129,193,85,207
2021-10-13,83,218,43,127,185,73,220
2021-10-14,84,229,43,126,184,70,213
2021-10-15,83,244,48,135,183,70,216
2021-10-16,82,241,49,136,183,70,218
2021-10-17,75,239,48,131,184,75,212
2021-10-18,76,244,43,148,191,76,220
2021-10-19,86,240,47,139,214,72,215
2021-10-20,93,234,52,120,223,72,219
2021-10-21,89,222,52,117,220,67,219
2021-10-22,91,222,53,115,227,67,220
2021-10-23,91,218,52,114,226,68,203
2021-10-24,92,216,53,114,226,67,203
2021-10-25,93,216,51,118,225,72,211
2021-10-26,91,218,51,116,228,72,211
2021-10-27,85,211,52,111,240,76,198
2021-10-28,87,212,53,108,239,74,207
2021-10-29,86,219,54,111,234,70,209
2021-10-30,88,213,52,113,238,70,187
2021-10-31,87,224,53,112,234,70,183
2021-11-01,87,214,53,112,236,72,185
2021-11-02,90,214,53,119,233,71,181
2021-11-03,86,210,55,135,238,76,180
2021-11-04,88,211,54,128,233,74,186
2021-11-05,92,210,56,132,231,75,185
2021-11-06,96,214,55,131,216,75,188
2021-11-07,94,212,55,134,215,74,188
2021-11-08,97,207,54,127,217,76,184
2021-11-09,94,208,52,128,214,76,184
2021-11-10,96,207,54,137,219,76,185
2021-11-11,85,201,55,138,218,74,184
2021-11-12,91,204,55,131,216,64,182
2021-11-13,86,206,57,127,221,62,181
2021-11-14,87,198,57,113,217,62,182
2021-11-15,88,198,57,114,219,63,186
2021-11-16,95,201,55,114,220,63,186
2021-11-17,92,197,57,108,226,65,185
2021-11-18,93,195,58,89,224,65,192
2021-11-19,96,194,61,94,236,66,186
2021-11-20,98,194,61,95,230,61,191
2021-11-21,92,193,61,95,234,61,190
2021-11-22,90,195,63,96,232,66,187
2021-11-23,92,196,62,99,238,70,190
2021-11-24,89,204,62,95,242,66,190
2021-11-25,89,204,63,99,238,74,193
2021-11-26,92,210,62,104,238,76,187
2021-11-27,94,212,60,106,225,68,187
2021-11-28,94,196,60,104,221,53,185
2021-11-29,95,204,60,104,236,53,190
2021-11-30,94,201,63,103,231,53,197
2021-12-01,92,201,65,103,236,53,193
2021-12-02,92,210,63,103,230,52,197
2021-12-03,99,207,66,103,222,52,195
2021-12-04,102,206,67,100,226,52,178
2021-12-05,101,205,66,98,236,52,172
2021-12-06,105,203,68,97,236,53,174
2021-12-07,104,214,68,96,242,49,173
2021-12-08,101,218,65,90,242,49,174
2021-12-09,101,216,61,90,242,49,174
2021-12-10,108,216,62,89,243,49,176
2021-12-11,107,215,63,88,231,49,172
2021-12-12,107,214,58,90,230,49,177
2021-12-13,103,219,66,88,226,49,176
2021-12-14,84,227,57,89,234,48,178
2021-12-15,84,226,41,93,238,48,179
2021-12-16,87,229,41,97,242,48,183
2021-12-17,84,228,46,101,237,49,185
2021-12-18,87,241,46,97,239,49,190
2021-12-19,87,237,45,97,238,49,185
2021-12-20,89,242,44,96,243,49,189
2021-12-21,91,242,46,103,252,50,195
2021-12-22,96,244,45,101,252,49,191
2021-12-23,96,245,44,100,252,49,197
2021-12-24,101,242,42,100,265,49,197
2021-12-25,99,238,42,100,255,55,190
2021-12-26,98,238,42,99,266,58,189
2021-12-27,102,237,42,109,257,58,189
2021-12-28,101,241,43,108,252,47,192
2021-12-29,104,248,42,96,254,49,188
2021-12-30,112,240,43,98,256,47,190
2021-12-31,117,241,44,101,262,47,185
2022-01-01,120,241,42,110,262,47,170
2022-01-02,123,232,43,110,262,47,170
2022-01-03,128,232,42,111,274,48,171
2022-01-04,129,233,44,112,280,50,169
2022-01-05,128,233,49,109,286,50,176
2022-01-06,132,240,47,107,293,50,175
2022-01-07,130,232,50,103,283,50,175
2022-01-08,130,231,48,101,262,50,173
2022-01-09,130,230,45,99,261,50,173
2022-01-10,131,233,45,97,253,50,179
2022-01-11,135,237,46,105,259,49,185
2022-01-12,130,237,46,101,254,49,182
2022-01-13,130,241,45,104,258,50,180
2022-01-14,131,227,47,106,264,49,180
2022-01-15,122,212,43,110,262,49,178
2022-01-16,120,210,43,108,260,49,176
2022-01-17,121,224,43,114,256,49,178
2022-01-18,124,228,47,122,258,49,183
2022-01-19,128,223,50,121,250,49,172
2022-01-20,126,223,52,119,257,50,176
2022-01-21,121,222,50,123,263,50,180
2022-01-22,119,226,51,124,256,49,177
2022-01-23,123,232,51,120,257,49,175
2022-01-24,115,225,50,103,252,53,179
2022-01-25,113,235,55,113,257,56,184
2022-01-26,118,228,52,111,256,54,177
2022-01-27,113,230,54,108,244,63,180
2022-01-28,112,219,51,110,247,64,180
2022-01-29,105,180,46,95,205,58,166
2022-01-30,119,214,55,109,257,56,189
2022-01-31,115,217,55,110,256,56,185
2022-02-01,115,210,54,114,239,56,182
2022-02-02,129,204,52,114,247,58,184
2022-02-03,119,213,54,108,243,52,207
2022-02-04,131,210,58,108,252,52,212
2022-02-05,130,209,57,97,250,53,210
2022-02-06,132,208,56,96,252,54,209
2022-02-07,131,213,45,96,247,59,218
2022-02-08,132,201,45,98,251,57,217
2022-02-09,136,202,49,98,241,57,214
2022-02-10,133,175,46,92,244,58,205
2022-02-11,140,181,47,93,257,57,211
2022-02-12,137,181,48,94,236,57,203
2022-02-13,136,163,47,92,229,64,202
2022-02-14,134,168,47,97,223,61,204
2022-02-15,137,182,48,95,205,60,210
2022-02-16,135,181,44,107,203,60,205
2022-02-17,136,195,44,116,211,59,228
2022-02-18,141,206,45,113,218,58,216
2022-02-19,138,202,46,114,219,60,223
2022-02-20,140,205,46,112,215,60,221
2022-02-21,136,204,47,112,218,58,225
2022-02-22,123,205,50,112,215,58,229
2022-02-23,120,204,48,111,219,58,237
2022-02-24,122,205,53,108,222,60,236
2022-02-25,123,212,54,98,224,61,229
2022-02-26,119,211,55,101,222,60,244
2022-02-27,119,207,54,100,224,60,243
2022-02-28,121,212,50,101,223,60,244
2022-03-01,120,205,49,100,220,60,238
2022-03-02,119,200,51,97,219,65,233
2022-03-03,120,191,53,98,220,66,236
2022-03-04,120,190,54,98,224,69,232
2022-03-05,122,191,52,90,227,70,235
2022-03-06,119,190,53,91,234,69,227
2022-03-07,109,193,54,92,229,55,226
2022-03-08,104,197,55,91,241,41,242
2022-03-09,109,194,56,72,243,41,238
2022-03-10,110,189,57,74,238,46,241
2022-03-11,110,187,52,69,236,46,239
2022-03-12,107,188,52,69,233,46,225
2022-03-13,109,185,52,69,234,46,226
2022-03-14,109,188,53,70,228,45,230
2022-03-15,114,185,53,70,233,46,233
2022-03-16,110,183,53,70,230,45,223
2022-03-17,110,186,54,70,230,46,225
2022-03-18,108,190,52,70,233,45,231
2022-03-19,108,192,52,70,229,46,232
2022-03-20,105,191,52,70,228,45,237
2022-03-21,91,209,52,73,230,47,233
2022-03-22,92,206,52,72,229,45,236
2022-03-23,94,207,53,82,233,46,234
2022-03-24,99,207,54,85,234,51,233
2022-03-25,96,209,55,100,233,56,237
2022-03-26,98,209,56,101,233,60,243
2022-03-27,94,210,53,96,234,55,244
2022-03-28,109,210,44,94,237,51,242
2022-03-29,94,225,44,97,234,57,249
2022-03-30,105,230,45,97,231,48,245
2022-03-31,103,223,50,97,235,51,233
2022-04-01,104,228,48,95,237,50,227
2022-04-02,102,217,47,94,236,48,227
2022-04-03,100,212,46,94,237,49,232
2022-04-04,103,215,47,94,241,47,236
2022-04-05,105,214,51,95,244,49,238
2022-04-06,102,210,48,97,246,49,224
2022-04-07,103,213,55,107,235,52,227
2022-04-08,98,211,51,103,240,52,235
2022-04-09,98,213,50,95,245,50,237
2022-04-10,98,212,52,97,246,56,233
2022-04-11,99,211,50,99,249,53,239
2022-04-12,97,217,52,99,250,52,257
2022-04-13,83,223,50,95,250,50,269
2022-04-14,84,225,47,95,258,51,273
2022-04-15,85,222,49,93,253,51,274
2022-04-16,83,222,47,96,272,56,275
2022-04-17,83,217,47,97,276,55,281
2022-04-18,82,219,51,96,267,56,294
2022-04-19,80,218,59,110,268,52,304
2022-04-20,78,220,57,119,266,60,295
2022-04-21,79,214,58,131,273,60,296
2022-04-22,79,215,55,132,276,58,287
2022-04-23,81,214,56,129,252,57,287
2022-04-24,78,212,54,129,256,56,289
2022-04-25,78,211,57,129,241,57,291
2022-04-26,77,212,57,129,263,62,295
2022-04-27,77,208,45,118,270,64,293
2022-04-28,77,207,34,118,276,68,290
2022-04-29,78,214,35,115,273,57,268
2022-04-30,78,219,35,115,274,59,256
2022-05-01,78,217,32,114,274,59,259
2022-05-02,79,222,32,114,273,61,260
2022-05-03,79,225,34,117,283,61,267
2022-05-04,81,226,32,120,284,58,258
2022-05-05,82,223,35,120,287,54,267
2022-05-06,81,224,33,120,286,56,267
2022-05-07,81,223,36,115,285,55,269
2022-05-08,80,223,33,117,277,57,265
2022-05-09,81,224,35,119,281,53,266
2022-05-10,81,227,34,119,285,56,274
2022-05-11,83,223,34,109,273,55,265
2022-05-12,87,225,32,109,272,58,264
2022-05-13,84,225,33,108,268,54,267
2022-05-14,84,224,32,109,265,53,268
2022-05-15,84,223,33,110,264,55,266
2022-05-16,79,221,38,94,262,55,252
2022-05-17,86,230,42,95,269,56,248
2022-05-18,86,234,40,97,269,54,239
2022-05-19,86,230,41,100,267,54,241
2022-05-20,85,230,40,102,258,56,247
2022-05-21,86,231,41,100,261,56,248
2022-05-22,89,230,39,98,262,60,251
2022-05-23,88,233,41,99,267,58,246
2022-05-24,86,238,40,100,268,64,242
2022-05-25,83,235,43,97,275,61,243
2022-05-26,82,238,40,101,275,57,241
2022-05-27,86,243,41,96,262,41,236
2022-05-28,86,239,40,98,263,44,226
2022-05-29,86,238,42,98,263,44,211
2022-05-30,86,239,40,99,256,43,212
2022-05-31,85,243,43,96,257,46,215
2022-06-01,85,239,41,96,255,46,211
2022-06-02,87,243,50,94,255,46,219
2022-06-03,91,245,48,99,253,45,224
2022-06-04,89,249,50,98,264,46,225
2022-06-05,88,247,50,99,243,45,220
2022-06-06,88,246,51,97,240,43,218
2022-06-07,88,250,49,99,239,46,221
2022-06-08,93,248,50,98,240,43,220
2022-06-09,97,252,42,98,218,44,224
2022-06-10,95,247,46,96,222,44,225
2022-06-11,91,247,45,96,215,44,220
2022-06-12,91,248,46,95,215,44,214
2022-06-13,91,252,48,95,215,50,226
